experiment_id,image,click,movement
824,/footwear_oc/3_colour.jpeg,"(130,124)","[(130,124)]"
825,/food_no/1_colour.jpeg,"(120,93)","[(109,44), (111,44), (115,44), (119,44), (124,44), (128,44), (134,44), (140,45), (143,45), (145,45), (147,45), (148,45), (149,45), (151,45), (152,45), (153,45), (156,45), (157,45), (160,45), (164,45), (168,46), (172,47), (178,48), (182,49), (187,49), (188,49), (191,50), (192,50), (193,51), (193,52), (194,52), (195,52), (195,53), (196,54), (196,54), (196,55), (197,56), (198,56), (199,58), (199,59), (199,60), (199,60), (199,61), (199,62), (199,64), (198,65), (197,67), (197,68), (197,71), (197,72), (196,74), (196,76), (196,79), (196,81), (195,82), (194,84), (194,87), (193,88), (192,90), (192,92), (192,92), (191,94), (191,95), (190,96), (189,96), (188,98), (188,99), (188,100), (187,100), (187,101), (187,102), (187,103), (186,103), (185,103), (185,104), (184,104), (184,104), (182,105), (182,106), (181,106), (180,106), (180,106), (179,106), (177,107), (174,108), (169,108), (165,110), (160,111), (156,112), (151,114), (144,116), (139,116), (133,117), (128,118), (124,120), (119,120), (115,120), (111,121), (107,121), (104,122), (100,123), (96,123), (93,123), (90,123), (88,123), (84,123), (82,124), (79,124), (76,124), (74,124), (71,124), (68,124), (68,124), (65,124), (63,124), (62,123), (60,122), (58,121), (56,120), (55,118), (53,117), (52,116), (52,116), (52,115), (51,114), (50,112), (50,111), (50,108), (51,107), (52,102), (52,100), (54,96), (55,93), (57,88), (58,85), (60,83), (61,80), (62,80), (64,78), (64,77), (64,77), (65,76), (66,76), (67,76), (68,76), (68,75), (71,73), (73,72), (76,70), (80,68), (84,66), (87,64), (89,62), (92,61), (92,61), (94,60), (95,60), (96,60), (96,60), (97,60), (99,60), (101,60), (104,60), (108,60), (112,60), (118,60), (122,60), (124,60), (128,60), (131,60), (133,60), (136,60), (139,60), (141,60), (143,60), (144,60), (147,61), (149,62), (152,64), (152,64), (154,65), (156,66), (159,68), (160,68), (163,69), (164,70), (167,72), (168,72), (170,74), (172,75), (173,76), (174,77), (176,78), (177,80), (179,81), (180,82), (182,83), (184,84), (185,85), (186,87), (188,88), (189,90), (190,92), (191,93), (192,95), (192,96), (193,99), (194,101), (195,103), (196,104), (196,106), (196,108), (197,108), (197,108), (197,110), (197,111), (198,112), (198,113), (199,114), (199,115), (199,116), (199,117), (199,119), (199,120), (198,120), (198,121), (198,122), (197,122), (196,123), (196,124), (196,125), (195,126), (194,127), (194,128), (193,128), (192,128), (192,129), (191,129), (190,130), (188,131), (185,132), (184,134), (180,136), (178,137), (176,139), (174,140), (172,140), (172,140), (170,140), (168,140), (166,140), (164,141), (160,141), (157,142), (155,142), (154,142), (151,143), (146,144), (144,144), (140,144), (135,144), (131,144), (128,144), (125,144), (123,144), (120,144), (118,144), (116,144), (114,144), (113,144), (111,143), (109,142), (107,140), (106,140), (104,138), (103,136), (102,134), (100,132), (100,131), (100,128), (99,125), (99,124), (99,122), (99,120), (99,116), (100,115), (100,112), (100,110), (101,108), (102,107), (103,104), (104,103), (107,100), (109,96), (112,92), (116,87), (120,80), (124,76), (130,71), (132,68), (134,67), (136,66), (136,65), (137,64), (138,64), (139,64), (139,64), (140,64), (141,64), (142,63), (143,62), (144,62), (144,61), (145,61), (146,60), (147,60), (148,60), (148,60), (149,60), (152,60), (155,60), (159,60), (164,60), (171,60), (177,60), (184,60), (191,60), (198,61), (204,62), (208,63), (211,64), (213,64), (216,65), (216,66), (217,67), (219,67), (219,68), (219,69), (220,69), (220,70), (220,71), (221,72), (221,73), (221,74), (222,75), (222,76), (222,77), (222,79), (222,80), (222,81), (222,83), (222,84), (222,85), (221,86), (221,87), (220,88), (220,89), (220,90), (218,92), (218,93), (217,96), (216,98), (215,100), (213,102), (212,104), (211,106), (210,108), (208,108), (208,109), (207,111), (206,111), (206,112), (204,113), (201,115), (198,117), (196,120), (193,122), (192,124), (189,126), (188,127), (186,128), (185,128), (184,129), (183,129), (182,130), (180,131), (178,131), (176,132), (174,132), (172,132), (168,132), (168,133), (164,134), (160,134), (156,134), (152,135), (146,135), (142,135), (138,135), (133,136), (131,136), (128,136), (124,136), (122,136), (120,136), (118,136), (116,136), (114,136), (112,136), (110,136), (108,134), (106,132), (104,132), (103,130), (100,128), (100,128), (99,127), (97,125), (96,124), (95,122), (94,121), (94,120), (92,117), (92,116), (91,115), (90,113), (89,112), (88,111), (88,108), (88,107), (87,104), (86,104), (85,102), (85,100), (84,100), (84,98), (84,97), (83,96), (83,96), (82,95), (81,94), (81,92), (81,90), (81,87), (81,84), (81,83), (81,80), (81,79), (81,77), (82,75), (82,73), (83,72), (84,71), (84,69), (84,68), (86,68), (87,66), (88,65), (90,64), (92,61), (94,60), (96,59), (99,57), (101,56), (103,55), (104,55), (104,54), (105,54), (106,54), (107,54), (108,54), (109,54), (110,54), (113,54), (117,53), (122,52), (128,52), (132,51), (135,50), (137,50), (140,50), (142,50), (144,50), (147,50), (149,50), (152,51), (155,52), (157,52), (160,53), (162,54), (164,55), (165,56), (166,56), (166,56), (167,57), (168,57), (168,58), (168,59), (168,60), (169,60), (170,62), (171,64), (172,64), (172,66), (173,68), (173,68), (173,70), (173,72), (174,72), (174,73), (174,75), (174,76), (174,76), (174,78), (174,79), (174,80), (174,81), (174,82), (174,84), (174,84), (173,85), (173,86), (172,87), (172,89), (172,90), (172,91), (171,92), (170,94), (170,96), (170,97), (169,99), (169,101), (168,101), (168,103), (168,104), (168,104), (168,104), (168,105), (167,105), (167,106), (167,107), (166,108), (165,108), (164,108), (164,108), (163,109), (162,109), (161,109), (160,109), (160,109), (159,109), (158,109), (157,109), (156,109), (155,109), (152,109), (150,110), (147,111), (144,111), (140,111), (137,111), (133,111), (131,111), (127,111), (124,111), (122,111), (120,111), (120,110), (119,110), (118,109), (118,108), (117,108), (117,107), (117,106), (117,105), (117,104), (117,103), (117,102), (117,100), (117,100), (117,99), (117,98), (117,97), (118,97), (118,96), (119,96), (119,95), (119,94), (120,93)]"
826,/shooters_no/2_colour.jpeg,"(157,138)","[(157,138)]"
827,/tech_no/1_colour.jpeg,"(192,123)","[(192,123)]"
828,/wash_oc/2_colour.jpeg,"(152,59)","[(172,40), (174,40), (176,40), (178,41), (181,42), (184,43), (185,44), (188,44), (190,46), (192,47), (193,48), (195,48), (196,48), (197,49), (199,50), (200,51), (202,52), (203,52), (204,54), (205,55), (206,56), (206,58), (207,59), (208,59), (208,60), (208,60), (208,61), (208,62), (208,63), (208,64), (208,64), (208,65), (208,67), (208,68), (208,69), (208,71), (208,72), (208,72), (208,74), (208,74), (208,75), (207,76), (206,76), (204,77), (204,78), (203,78), (202,78), (202,79), (200,80), (200,80), (199,80), (198,80), (197,81), (196,82), (194,82), (192,83), (190,84), (187,84), (182,87), (175,89), (168,91), (164,92), (160,93), (156,94), (154,94), (151,95), (147,96), (141,97), (136,100), (133,100), (129,101), (127,101), (124,101), (119,102), (113,103), (108,104), (103,104), (99,104), (96,105), (92,105), (89,105), (86,104), (84,104), (82,102), (80,101), (78,100), (76,98), (76,96), (75,94), (74,92), (73,90), (72,88), (72,84), (72,81), (72,80), (72,77), (72,74), (73,72), (73,70), (74,68), (75,66), (75,64), (76,62), (76,60), (78,58), (80,55), (81,52), (83,51), (86,48), (89,44), (94,42), (99,38), (103,36), (104,34), (107,32), (108,32), (110,32), (111,32), (112,31), (114,30), (116,30), (117,30), (120,30), (120,30), (124,30), (126,30), (128,30), (131,30), (134,30), (137,31), (140,32), (143,32), (147,32), (149,34), (152,35), (156,36), (158,37), (160,39), (162,40), (164,40), (167,41), (169,43), (170,44), (172,45), (175,46), (177,48), (178,48), (180,49), (182,50), (184,52), (185,52), (186,54), (188,56), (190,56), (191,57), (192,58), (193,60), (195,60), (196,61), (196,62), (196,63), (198,64), (198,65), (199,67), (200,68), (200,70), (202,71), (202,72), (203,74), (203,75), (203,76), (203,77), (202,79), (201,79), (201,80), (200,80), (200,81), (198,82), (197,84), (196,85), (196,86), (195,88), (194,89), (192,90), (192,91), (191,92), (191,92), (190,92), (190,93), (189,93), (189,94), (188,94), (187,95), (186,95), (185,95), (184,95), (184,95), (183,96), (182,96), (180,96), (180,97), (176,97), (173,100), (171,100), (168,101), (166,102), (165,103), (164,103), (163,103), (161,103), (160,103), (156,103), (154,103), (149,104), (145,104), (141,104), (137,104), (132,104), (128,104), (124,104), (120,104), (118,104), (116,104), (115,104), (113,104), (112,103), (111,103), (109,102), (107,102), (106,101), (104,100), (103,100), (100,100), (98,99), (97,99), (96,98), (93,96), (92,96), (90,95), (88,94), (87,93), (86,92), (85,91), (84,90), (84,89), (84,88), (84,88), (84,87), (84,86), (84,85), (84,84), (84,84), (84,83), (84,83), (85,83), (85,84), (86,84), (86,83), (86,82), (86,81), (87,81), (87,80), (88,80), (88,80), (88,79), (88,79), (89,78), (89,77), (89,76), (90,76), (90,75), (90,74), (91,74), (91,73), (92,73), (92,72), (92,72), (92,71), (93,70), (93,69), (94,68), (95,68), (95,66), (96,64), (97,64), (97,62), (98,60), (100,59), (101,58), (103,56), (104,56), (104,54), (106,54), (107,52), (108,52), (108,51), (109,51), (110,51), (110,50), (112,49), (112,48), (113,48), (116,47), (119,45), (122,44), (128,41), (132,39), (139,36), (143,33), (149,31), (153,29), (156,29), (159,28), (160,28), (161,28), (162,28), (164,28), (164,28), (167,28), (170,28), (174,28), (177,28), (181,28), (185,28), (188,29), (189,29), (192,29), (193,29), (193,30), (196,31), (196,32), (197,32), (198,32), (199,34), (200,35), (202,36), (204,37), (204,38), (207,40), (208,41), (209,42), (210,44), (211,44), (212,45), (212,47), (212,48), (212,48), (213,49), (213,50), (213,51), (213,52), (213,53), (214,54), (215,56), (216,58), (218,61), (220,64), (222,68), (224,70), (225,73), (227,75), (228,77), (229,79), (229,80), (230,83), (231,85), (232,86), (232,88), (232,90), (233,91), (234,92), (234,94), (234,95), (234,96), (233,96), (233,96), (232,97), (231,98), (230,100), (228,103), (227,105), (224,108), (222,111), (220,113), (218,116), (216,117), (215,118), (213,118), (212,119), (211,119), (210,119), (208,120), (204,120), (201,122), (196,123), (192,125), (189,125), (186,126), (184,126), (181,126), (180,126), (178,125), (177,124), (176,124), (174,123), (172,122), (168,120), (163,120), (156,119), (150,118), (144,117), (139,116), (133,115), (130,114), (127,112), (124,112), (123,111), (120,110), (119,108), (117,108), (117,106), (116,105), (115,103), (113,101), (113,99), (112,98), (112,96), (111,94), (111,93), (111,92), (111,90), (111,89), (111,87), (111,86), (111,84), (111,82), (111,80), (111,78), (111,76), (111,75), (111,72), (111,70), (111,69), (111,68), (111,67), (111,64), (111,62), (111,60), (111,59), (111,56), (110,55), (110,54), (109,52), (109,52), (109,51), (108,51), (108,50), (108,49), (107,49), (106,48), (105,48), (104,47), (104,45), (104,44), (104,44), (104,42), (104,41), (104,40), (104,40), (104,39), (105,38), (106,38), (107,37), (108,36), (108,36), (109,36), (110,35), (112,35), (112,34), (114,34), (116,33), (117,33), (120,32), (124,31), (130,28), (138,26), (145,23), (152,20), (160,16), (167,15), (171,13), (176,12), (180,12), (182,12), (185,12), (186,12), (188,12), (188,12), (189,12), (190,12), (191,12), (192,12), (192,12), (195,12), (197,12), (199,12), (200,13), (203,14), (205,15), (207,15), (208,16), (208,16), (208,16), (209,16), (209,17), (209,18), (211,20), (212,20), (212,20), (212,21), (213,22), (213,24), (214,25), (215,25), (216,27), (216,28), (216,29), (216,31), (217,32), (217,33), (218,35), (219,36), (219,37), (220,39), (220,40), (220,41), (220,43), (220,44), (220,44), (220,47), (220,48), (220,48), (220,50), (220,51), (220,52), (220,52), (220,53), (219,53), (218,54), (218,56), (217,57), (216,60), (215,61), (213,64), (212,67), (209,68), (208,71), (208,73), (206,75), (204,77), (204,79), (203,80), (201,81), (201,82), (200,83), (200,84), (199,84), (199,85), (197,86), (196,86), (195,87), (192,88), (190,88), (186,89), (181,92), (178,93), (176,93), (172,94), (168,95), (165,95), (160,96), (159,96), (156,96), (155,96), (154,96), (152,96), (149,96), (147,96), (144,96), (141,96), (140,96), (137,96), (135,96), (132,96), (129,96), (126,96), (123,96), (120,96), (117,96), (114,95), (111,95), (108,94), (105,94), (102,94), (99,94), (97,94), (95,94), (92,92), (90,92), (89,92), (87,91), (84,90), (84,90), (81,89), (79,88), (76,88), (74,86), (73,85), (71,84), (69,84), (68,83), (68,81), (68,80), (68,79), (68,78), (68,76), (68,75), (68,72), (68,71), (68,70), (70,67), (72,63), (73,60), (76,56), (77,54), (78,51), (79,49), (80,48), (81,46), (83,44), (84,44), (84,43), (85,41), (87,39), (89,37), (92,35), (97,32), (102,29), (106,27), (111,23), (113,21), (116,20), (117,20), (118,20), (119,20), (120,20), (120,20), (123,20), (124,20), (128,20), (132,20), (138,20), (142,20), (148,20), (152,20), (156,20), (160,20), (164,22), (167,22), (168,22), (172,23), (175,23), (177,23), (180,24), (182,24), (186,25), (189,25), (192,26), (196,27), (199,28), (202,28), (204,29), (206,30), (208,31), (211,32), (212,32), (214,32), (216,33), (216,33), (217,33), (218,33), (218,34), (219,35), (220,35), (220,36), (220,36), (220,37), (220,38), (221,39), (222,40), (222,40), (222,41), (223,41), (224,42), (224,44), (224,45), (225,46), (225,48), (225,48), (225,49), (225,51), (224,52), (224,53), (224,53), (223,55), (223,56), (222,56), (221,57), (221,58), (221,59), (221,60), (220,60), (220,62), (220,64), (220,64), (220,67), (220,68), (220,69), (220,71), (220,72), (220,74), (220,76), (220,77), (220,80), (220,83), (219,86), (218,90), (217,93), (216,96), (216,100), (214,101), (212,104), (212,106), (210,108), (208,110), (208,112), (207,113), (205,115), (204,116), (202,118), (200,120), (200,121), (198,123), (196,124), (196,125), (194,127), (193,128), (192,129), (191,130), (190,132), (190,132), (188,133), (188,133), (188,134), (187,135), (186,135), (185,136), (183,136), (180,136), (178,137), (176,138), (174,139), (172,139), (171,139), (168,138), (166,137), (163,136), (160,136), (158,136), (155,135), (152,134), (149,133), (146,132), (144,132), (142,132), (140,132), (140,131), (139,131), (138,130), (137,130), (136,129), (135,129), (134,129), (132,128), (131,128), (130,128), (128,128), (128,127), (127,126), (126,126), (125,125), (124,124), (124,124), (122,124), (120,124), (119,123), (117,123), (115,122), (112,120), (108,120), (105,119), (102,118), (98,118), (96,117), (92,117), (89,116), (86,116), (83,115), (80,115), (78,114), (75,114), (69,113), (65,112), (61,112), (56,112), (50,112), (46,112), (41,112), (39,112), (34,112), (32,112), (29,111), (27,110), (24,109), (24,108), (22,108), (20,108), (20,107), (18,106), (16,106), (16,105), (14,104), (12,104), (9,103), (8,102), (5,102), (3,102), (1,101), (1,50), (4,46), (6,43), (8,40), (9,38), (10,37), (11,36), (12,36), (12,36), (13,36), (14,36), (15,36), (16,36), (17,36), (19,35), (20,34), (21,34), (24,33), (26,32), (28,32), (29,32), (32,32), (33,31), (34,31), (36,30), (39,29), (41,29), (44,28), (48,28), (51,27), (54,27), (56,27), (58,27), (60,27), (61,27), (62,26), (64,26), (64,26), (65,26), (66,26), (68,26), (70,26), (72,26), (76,26), (80,25), (84,25), (89,24), (92,24), (96,24), (99,24), (101,23), (103,23), (104,23), (107,23), (108,23), (110,23), (112,23), (112,23), (114,23), (116,23), (118,23), (120,23), (122,23), (124,23), (126,23), (127,23), (128,23), (128,23), (129,23), (130,24), (131,24), (132,24), (134,25), (136,26), (137,27), (140,28), (142,29), (145,30), (147,31), (148,31), (151,32), (151,32), (152,33), (152,33), (153,33), (153,34), (153,35), (153,36), (153,36), (153,37), (153,39), (153,40), (153,40), (153,41), (153,42), (153,44), (153,44), (153,45), (152,45), (152,47), (152,48), (152,48), (152,50), (152,52), (152,52), (152,54), (152,55), (152,56), (152,56), (152,56), (152,57), (152,59)]"
829,/lp_book_oc/3_colour.jpeg,"(187,94)","[(187,94)]"
830,/souvenirs_no/2_colour.jpeg,"(148,102)","[(238,41), (240,42), (240,43), (242,44), (244,45), (247,46), (248,47), (251,48), (254,50), (257,52), (262,54), (265,56), (268,58), (271,59), (272,59), (272,60), (273,60), (273,61), (273,62), (273,63), (272,64), (272,64), (271,65), (269,68), (269,69), (267,72), (265,75), (263,77), (260,80), (259,81), (256,82), (255,84), (254,84), (252,84), (251,85), (250,86), (249,86), (248,86), (245,88), (242,88), (239,89), (236,91), (232,92), (229,93), (226,95), (221,96), (216,97), (212,99), (208,100), (203,101), (200,102), (195,103), (192,104), (189,104), (186,104), (184,105), (182,105), (179,106), (176,106), (173,106), (172,106), (168,107), (166,107), (164,107), (161,107), (159,107), (156,107), (155,107), (153,107), (152,107), (151,107), (150,107), (149,106), (148,106), (148,106), (147,105), (147,104), (147,104), (147,103), (147,102), (148,102), (148,102), (148,101), (149,101), (150,100), (151,100), (152,100), (152,99), (152,99)]"
831,/academic_book_no/2_colour.jpeg,"(188,87)","[(228,94), (229,92), (230,90), (231,88), (231,87), (231,86), (231,84), (231,84), (229,83), (228,80), (228,79), (225,76), (224,75), (222,72), (220,70), (217,68), (215,65), (212,64), (212,62), (209,60), (207,60), (204,58), (204,57), (201,56), (199,56), (196,56), (195,54), (192,54), (189,52), (185,52), (182,50), (180,49), (176,48), (173,46), (170,45), (168,44), (164,43), (162,42), (160,42), (156,41), (153,41), (152,41), (149,41), (146,41), (143,41), (141,41), (138,42), (135,43), (130,44), (128,44), (124,47), (120,48), (115,49), (111,52), (107,55), (104,56), (100,57), (98,59), (96,60), (94,61), (91,63), (88,64), (86,66), (83,68), (81,68), (79,70), (77,72), (76,72), (75,72), (74,73), (73,73), (72,75), (72,75), (72,76), (72,76), (72,79), (71,81), (69,84), (68,86), (68,89), (67,94), (66,96), (66,99), (66,101), (65,102), (65,104), (65,107), (65,109), (66,111), (68,112), (68,116), (69,118), (72,120), (73,122), (76,124), (79,126), (82,128), (84,130), (87,132), (90,133), (93,135), (96,136), (100,137), (104,139), (107,140), (112,141), (117,143), (122,144), (128,147), (132,148), (135,148), (138,149), (141,149), (144,150), (145,150), (148,150), (150,150), (152,150), (155,150), (159,150), (163,150), (168,149), (172,149), (175,148), (176,148), (179,148), (180,148), (180,147), (182,147), (182,146), (183,146), (184,146), (184,145), (186,144), (188,144), (191,142), (193,140), (197,138), (199,137), (200,136), (201,136), (202,134), (203,134), (203,133), (203,132), (204,131), (206,128), (209,125), (212,121), (213,116), (216,112), (217,109), (218,107), (218,104), (219,104), (219,104), (219,103), (219,102), (218,100), (217,100), (216,99), (216,98), (216,97), (216,97), (215,97), (215,98), (215,99), (216,100), (215,100), (214,100), (214,99), (212,99), (212,98), (212,97), (210,97), (208,96), (208,95), (206,95), (205,93), (204,93), (202,92), (200,92), (198,91), (197,90), (196,89), (193,88), (192,88), (191,87), (190,87), (189,87), (188,87)]"
832,/footwear_oc/3_colour.jpeg,"(100,126)","[(230,110), (223,113), (216,116), (206,120), (198,123), (189,125), (184,128), (175,130), (168,132), (163,133), (158,134), (152,135), (149,136), (147,136), (144,136), (141,136), (138,136), (136,136), (133,136), (130,137), (128,137), (126,137), (123,137), (120,137), (119,137), (116,137), (113,137), (111,137), (108,137), (104,137), (101,137), (99,137), (96,137), (93,137), (91,136), (88,136), (86,136), (84,136), (82,136), (80,136), (77,136), (74,135), (72,134), (70,134), (68,133), (66,132), (65,132), (64,132), (63,131), (63,129), (62,129), (61,128), (61,126), (60,126), (60,125), (60,124), (60,124), (61,123), (61,122), (62,122), (63,121), (64,121), (64,120), (64,120), (65,120), (66,120), (66,119), (68,119), (68,119), (69,119), (71,119), (72,119), (74,119), (75,120), (76,120), (77,120), (78,120), (80,120), (80,120), (82,121), (84,121), (87,122), (88,123), (91,124), (92,124), (93,124), (95,124), (96,124), (96,125), (97,126), (98,126), (99,126), (100,126)]"
833,/wash_oc/1_colour.jpeg,"(162,126)","[(96,76), (99,76), (100,76), (104,76), (106,75), (108,75), (110,75), (112,75), (114,75), (116,76), (118,76), (120,76), (122,77), (124,78), (127,78), (128,79), (130,79), (132,80), (135,80), (136,80), (139,80), (141,81), (144,82), (145,83), (148,84), (151,84), (154,84), (157,85), (159,86), (162,87), (164,88), (167,88), (168,88), (171,88), (172,90), (175,91), (176,92), (178,92), (180,93), (183,94), (184,95), (187,96), (189,96), (190,96), (192,96), (194,96), (195,96), (196,97), (198,97), (199,97), (200,97), (200,97), (201,97), (202,97), (203,98), (203,99), (202,100), (201,101), (200,103), (199,104), (197,105), (196,107), (196,108), (193,110), (191,112), (189,113), (188,113), (188,115), (187,116), (186,116), (185,116), (184,117), (184,118), (183,119), (182,119), (182,120), (181,120), (181,120), (180,121), (179,121), (178,121), (177,121), (177,122), (176,123), (176,123), (175,123), (174,123), (173,124), (172,124), (172,124), (171,124), (170,124), (170,124), (169,124), (169,125), (168,125), (168,125), (167,125), (166,125), (165,125), (164,125), (164,125), (163,125), (163,126), (162,126), (161,126), (162,126)]"
834,/tech_oc/1_colour.jpeg,"(179,129)","[(97,56), (95,58), (92,60), (91,64), (88,64), (88,67), (86,69), (85,71), (84,73), (83,75), (81,76), (80,79), (80,81), (79,83), (79,84), (78,86), (78,87), (78,88), (78,89), (78,90), (78,91), (78,92), (79,93), (80,94), (81,96), (83,98), (84,100), (86,103), (88,104), (88,105), (90,108), (92,109), (94,111), (96,112), (97,112), (100,115), (102,116), (104,118), (107,120), (109,121), (110,122), (112,123), (114,124), (116,124), (118,126), (121,127), (124,128), (127,128), (130,129), (132,130), (136,131), (139,132), (141,132), (144,133), (145,133), (147,133), (149,133), (152,133), (152,133), (154,133), (156,133), (157,133), (160,133), (160,133), (161,134), (164,134), (165,135), (167,135), (168,135), (168,135), (169,135), (170,136), (172,136), (174,136), (175,136), (177,136), (180,136), (181,136), (183,135), (185,135), (186,134), (187,134), (188,134), (188,134), (189,134), (190,134), (190,133), (190,132), (190,132), (191,132), (192,131), (192,130), (192,129), (194,128), (197,124), (200,120), (204,117), (206,115), (208,112), (209,112), (209,111), (209,110), (209,109), (209,110), (209,111), (208,112), (208,112), (208,113), (207,113), (206,114), (205,115), (204,116), (203,116), (202,116), (202,117), (201,117), (200,117), (200,118), (200,119), (199,119), (198,120), (197,120), (196,120), (196,120), (196,122), (195,123), (194,123), (193,123), (192,124), (192,124), (191,124), (191,125), (190,125), (189,125), (188,125), (188,126), (188,126), (187,126), (187,127), (186,127), (185,128), (184,128), (184,129), (182,130), (182,131), (181,131), (180,132), (180,132), (180,132), (180,133), (179,133), (178,133), (178,132), (178,132), (178,131), (178,130), (179,129)]"
835,/food_no/3_colour.jpeg,"(258,119)","[(216,76), (216,76), (216,77), (216,78), (217,79), (217,80), (217,80), (217,81), (217,82), (217,83), (218,84), (218,85), (218,86), (218,87), (218,88), (218,88), (218,89), (218,90), (218,91), (218,92), (217,92), (217,93), (216,94), (216,95), (216,96), (215,97), (214,98), (214,100), (213,100), (212,100), (212,100), (212,101), (211,102), (210,103), (209,104), (208,104), (208,104), (207,104), (206,105), (204,106), (204,106), (204,107), (202,107), (201,108), (200,108), (199,108), (197,108), (195,108), (191,110), (185,112), (180,113), (177,115), (174,115), (172,116), (170,116), (167,116), (164,117), (162,117), (160,117), (157,117), (155,116), (154,116), (152,116), (149,116), (148,116), (145,115), (143,114), (140,114), (140,113), (138,112), (136,112), (134,110), (133,109), (132,109), (130,108), (129,108), (127,106), (125,105), (123,104), (122,104), (120,103), (118,102), (117,102), (115,100), (113,100), (112,99), (112,98), (111,97), (110,97), (110,96), (109,95), (109,94), (109,92), (109,92), (110,89), (110,88), (111,85), (112,84), (113,82), (115,80), (116,79), (116,78), (118,76), (119,76), (120,75), (121,75), (123,75), (124,75), (125,74), (128,74), (132,74), (138,72), (145,71), (152,70), (159,69), (165,68), (171,68), (176,68), (182,68), (185,68), (188,68), (189,68), (192,69), (194,71), (195,72), (196,72), (198,73), (200,74), (200,75), (202,76), (203,76), (204,77), (205,77), (206,78), (207,79), (208,80), (209,80), (210,82), (210,83), (212,83), (212,84), (213,85), (214,86), (216,87), (218,88), (220,88), (220,90), (222,91), (224,91), (224,92), (225,93), (226,94), (228,94), (228,95), (228,96), (228,96), (230,96), (230,97), (232,98), (232,99), (233,99), (236,100), (238,100), (239,101), (240,102), (242,103), (243,104), (244,104), (244,104), (244,104), (245,104), (245,105), (246,105), (248,105), (248,106), (249,107), (251,108), (252,109), (253,111), (254,112), (255,113), (256,114), (256,116), (257,117), (258,119)]"
836,/shooters_no/3_colour.jpeg,"(154,136)","[(193,69), (193,70), (192,70), (192,72), (192,73), (192,74), (192,76), (192,76), (192,78), (191,79), (190,80), (190,80), (189,82), (188,83), (188,84), (187,84), (186,85), (185,85), (184,87), (183,88), (180,92), (178,94), (174,99), (172,102), (169,104), (168,106), (166,108), (165,109), (164,110), (163,111), (163,112), (162,112), (161,112), (160,112), (160,112), (159,111), (158,111), (156,111), (154,112), (151,112), (149,113), (147,113), (144,113), (144,113), (142,113), (141,113), (140,112), (138,112), (137,111), (136,111), (136,111), (134,110), (133,109), (132,109), (132,109), (131,108), (130,108), (129,108), (128,108), (127,108), (126,108), (125,107), (124,107), (124,106), (124,106), (124,106), (125,106), (126,106), (127,106), (128,105), (129,105), (131,105), (133,105), (135,105), (136,106), (139,106), (140,106), (141,107), (143,108), (144,108), (145,109), (147,111), (148,111), (148,112), (149,113), (150,114), (151,115), (152,116), (152,116), (152,118), (152,119), (153,119), (153,120), (153,120), (154,120), (154,121), (154,122), (154,123), (154,124), (154,124), (154,125), (154,126), (154,127), (153,128), (153,128), (153,129), (152,130), (152,131), (152,132), (152,133), (153,133), (153,134), (154,135), (154,136)]"
837,/food_oc/1_colour.jpeg,"(134,121)","[(148,4), (152,7), (156,8), (159,9), (164,11), (169,12), (172,14), (178,17), (183,20), (188,22), (191,24), (194,25), (197,27), (200,28), (203,30), (204,32), (207,32), (208,34), (209,36), (211,37), (212,39), (214,40), (215,41), (216,43), (218,45), (220,47), (221,48), (222,49), (224,51), (224,53), (225,54), (227,56), (227,58), (228,60), (228,61), (228,63), (228,64), (228,65), (228,66), (228,66), (228,67), (227,68), (227,68), (225,69), (224,69), (224,70), (222,71), (221,71), (220,72), (219,72), (217,73), (216,74), (215,75), (213,76), (213,76), (212,76), (212,77), (211,77), (211,78), (210,78), (209,78), (209,79), (208,79), (208,80), (207,80), (205,80), (203,82), (200,84), (196,86), (194,88), (192,90), (190,91), (190,92), (188,92), (188,92), (187,92), (185,92), (184,94), (182,96), (177,98), (174,100), (172,103), (170,104), (169,106), (168,108), (168,108), (167,108), (167,109), (165,109), (163,111), (160,112), (156,116), (154,116), (152,118), (150,119), (148,119), (148,119), (147,119), (146,120), (145,120), (143,120), (140,120), (140,120), (138,121), (137,121), (136,122), (136,122), (135,122), (134,122), (134,121)]"
